Current_Word,Next_Word,Levenshtein_Distance
achieved,thinks,6
thinks,mr,6
mr,owen,4
owen,game,4
game,trialled,6
trialled,two,7
two,secondary,8
secondary,schools,7
schools,bristol,6
bristol,feedback,8
feedback,students,7
students,positive,8
positive,pupils,6
pupils,used,5
used,statistics,9
statistics,work,10
work,best,4
best,way,4
way,build,5
build,cars,5
cars,online,6
online,message,6
message,board,6
board,share,3
share,ideas,5
ideas,support,7
support,said,6
said,ben,4
ben,williamson,9
williamson,researcher,10
researcher,futurelab,9
futurelab,charged,8
charged,testing,7
testing,game,7
game,real,4
real,schools,6
schools,dr,7
dr,gavin,5
gavin,thinks,5
thinks,game,6
game,satisfies,7
satisfies,teachers,7
teachers,need,6
need,learning,7
learning,outcomes,8
outcomes,children,7
children,desire,6
desire,rise,4
rise,challenge,8
challenge,games,7
games,classroom,8
classroom,need,9
need,support,7
support,teacher,7
teacher,giving,7
giving,children,7
children,free,6
free,rein,3
rein,play,4
play,game,4
game,recognising,10
recognising,games,10
games,attract,7
attract,attention,6
attention,offer,8
offer,challenge,8
challenge,said,8
said,professor,8
professor,angela,8
angela,macfarlane,7
macfarlane,based,9
based,bristol,5
bristol,university,8
university,spent,8
spent,several,5
several,years,5
years,researching,8
researching,games,10
games,incorporated,10
incorporated,classrooms,10
classrooms,use,9
use,games,4
games,schools,6
schools,patchy,7
patchy,found,6
found,sim,5
sim,city,3
city,proving,6
proving,popular,6
popular,traditionally,11
traditionally,schools,11
schools,eschewed,5
eschewed,mainstream,9
mainstream,games,8
games,favour,5
favour,used,6
used,called,4
called,edu,5
edu,tainment,7
tainment,software,8
software,belief,8
belief,packages,7
packages,help,8
help,make,4
make,learning,7
learning,fun,7
fun,found,2
found,research,8
research,perhaps,6
perhaps,compromise,8
compromise,edutainment,10
edutainment,mainstream,9
mainstream,games,8
games,greatest,4
greatest,potential,7
potential,classroom,9
classroom,useable,8
useable,games,6
games,lies,3
lies,wrote,5
wrote,paper,5
paper,entitled,7
entitled,games,7
games,learning,7
learning,lite,6
lite,versions,7
versions,existing,6
existing,games,8
games,could,5
could,way,5
way,forward,5
forward,would,5
would,overcome,8
overcome,one,6
one,biggest,6
biggest,hurdles,6
hurdles,persuading,8
persuading,developers,9
developers,write,9
write,educational,10
educational,market,10
market,would,6
would,appeal,6
appeal,developers,8
developers,low,8
low,costs,4
costs,involved,7
involved,adapting,8
adapting,well,8
well,offering,7
offering,new,7
new,opportunity,10
opportunity,marketing,9
marketing,already,7
already,games,6
games,market,4
market,civilisation,11
civilisation,age,11
age,empire,5
empire,educational,9
educational,elements,9
elements,said,8
said,mr,4
mr,owen,4
owen,even,2
even,grand,4
grand,theft,5
theft,auto,5
auto,violence,8
violence,engages,8
engages,people,6
people,said,6
said,could,4
could,time,5
time,particular,8
particular,game,9
game,makes,3
makes,classroom,8
classroom,though,9
though,,6
china,overtake,7
overtake,us,8
us,net,3
net,use,3
use,chinese,5
chinese,net,5
net,using,5
using,population,8
population,looks,9
looks,set,5
set,exceed,5
exceed,us,6
us,less,3
less,three,5
three,years,5
years,says,3
says,report,6
report,china,6
china,net,5
net,users,4
users,number,4
number,100m,6
100m,represents,10
represents,less,7
less,8,4
8,country,7
country,1,7
1,3,1
3,billion,7
billion,people,7
people,market,6
market,analysts,6
analysts,panlogic,6
panlogic,predicts,7
predicts,net,6
net,users,4
users,china,5
china,exceed,6
exceed,137,6
137,million,7
million,us,7
us,users,3
users,net,4
net,2008,4
2008,report,6
report,says,6
says,country,7
country,culture,4
culture,mean,7
mean,chinese,6
chinese,people,6
people,use,5
use,net,3
net,different,7
different,ends,8
ends,many,4
many,nations,5
nations,already,7
already,net,6
net,use,3
use,china,5
china,different,8
different,character,9
character,many,8
many,western,7
western,nations,6
nations,said,5
said,william,6
william,makower,7
makower,chief,6
chief,executive,7
executive,panlogic,8
panlogic,many,6
many,western,7
western,nations,6
nations,desktop,7
desktop,computers,8
computers,access,7
access,net,5
net,hard,4
hard,escape,5
escape,work,6
work,contrast,6
contrast,china,6
china,workplace,8
workplace,machines,9
machines,relatively,8
relatively,rare,7
rare,combined,7
combined,relatively,8
relatively,high,9
high,cost,4
cost,pcs,3
pcs,china,5
china,time,4
time,takes,3
takes,get,4
get,phone,5
phone,lines,4
lines,installed,7
installed,helps,8
helps,explains,6
explains,huge,8
huge,number,4
number,net,4
net,cafes,4
cafes,china,4
china,36,5
36,chinese,7
chinese,homes,4
homes,telephones,6
telephones,according,9
according,reports,7
reports,net,5
net,usage,5
usage,tends,5
tends,happen,6
happen,evening,6
evening,said,6
said,mr,4
mr,makower,5
makower,get,6
get,access,5
access,go,6
go,home,3
home,go,3
go,internet,8
internet,caf,8
caf,233,3
233,fundamentally,13
fundamentally,different,10
different,usage,8
usage,said,3
said,net,4
net,use,3
use,china,5
china,still,4
still,much,5
much,urban,5
urban,phenomenon,9
phenomenon,users,9
users,living,6
living,country,7
country,eastern,6
eastern,seaboard,5
seaboard,three,8
three,biggest,6
biggest,cities,4
cities,net,5
net,key,2
key,helping,6
helping,chinese,7
chinese,people,6
people,keep,4
keep,touch,5
touch,friends,7
friends,said,5
said,mr,4
mr,makower,5
makower,many,5
many,people,6
people,use,5
use,preference,9
preference,phone,7
phone,arrange,5
arrange,meet,7
meet,friends,6
friends,net,6
net,cafes,4
cafes,people,6
people,net,5
net,also,4
also,limited,7
limited,aspects,7
aspects,chinese,7
chinese,life,5
life,instance,7
instance,said,6
said,mr,4
mr,makower,5
makower,credit,7
credit,cards,4
cards,rare,3
rare,china,5
china,partly,6
partly,fears,5
fears,people,5
people,getting,6
getting,debt,5
debt,popular,7
popular,way,6
way,pay,1
pay,cash,3
cash,delivery,8
delivery,said,7
said,quite,4
quite,brake,4
brake,development,10
development,e,10
e,commerce,7
commerce,arrival,8
arrival,foreign,6
foreign,banks,7
banks,china,5
china,due,5
due,2006,4
2006,could,5
could,mean,5
mean,greater,5
greater,use,6
use,credit,5
credit,cards,4
cards,moment,6
moment,rare,5
rare,said,3
said,mr,4
mr,makower,5
makower,chinese,7
chinese,people,6
people,spending,6
spending,cash,8
cash,online,6
online,interested,8
interested,news,7
news,get,3
get,via,3
via,net,3
net,view,3
view,gives,3
gives,western,6
western,ways,6
ways,living,6
living,large,5
large,part,3
part,attraction,8
attraction,internet,8
internet,goes,7
goes,radar,5
radar,said,4
said,generally,8
generally,difficult,8
difficult,government,9
government,able,9
able,control,7
control,real,6
real,value,4
value,open,5
open,window,6
window,onto,4
onto,happening,8
happening,elsewhere,9
elsewhere,world,8
world,said,4
said,government,10
government,restrictions,10
restrictions,much,11
much,advertising,11
advertising,appear,9
appear,television,9
television,means,8
means,net,4
net,source,6
source,many,6
many,commercial,9
commercial,messages,9
messages,chinese,7
chinese,people,6
people,would,4
would,see,5
see,anywhere,6
anywhere,else,7
else,familiarity,10
familiarity,net,10
net,also,4
also,certain,7
certain,social,6
social,cachet,5
cachet,sign,6
sign,made,4
made,use,3
use,internet,7
internet,navigate,7
navigate,around,7
around,said,5
said,mr,4
mr,makower,5
makower,,7
google,launches,7
launches,tv,8
tv,search,6
search,service,4
service,net,6
net,search,5
search,giant,5
giant,google,5
google,launched,7
launched,search,6
search,service,4
service,lets,6
lets,people,5
people,look,5
look,tv,4
tv,programmes,10
programmes,service,8
service,google,6
google,video,6
video,beta,5
beta,searches,7
searches,closed,7
closed,caption,6
caption,information,7
information,comes,9
comes,programmes,6
programmes,searches,7
searches,us,7
us,channel,7
channel,content,5
content,currently,5
currently,results,7
results,list,5
list,programmes,10
programmes,still,10
still,images,6
images,text,6
text,point,4
point,search,6
search,phrase,6
phrase,spoken,6
spoken,expand,6
expand,time,6
time,include,6
include,content,7
content,channels,5
channels,said,7
said,google,6
google,spokesperson,10
spokesperson,first,10
first,version,5
version,service,4
service,part,6
part,google,6
google,expanding,9
expanding,efforts,8
efforts,ubiquitous,8
ubiquitous,search,10
search,engine,6
engine,people,5
people,find,6
find,want,3
want,web,3
web,beyond,5
beyond,think,5
think,tv,4
tv,big,3
big,part,4
part,people,5
people,lives,6
lives,said,5
said,jonathan,7
jonathan,rosenberg,8
rosenberg,google,7
google,vice,5
vice,president,7
president,product,5
product,management,9
management,ultimately,9
ultimately,would,9
would,like,5
like,tv,4
tv,programming,11
programming,indexed,11
indexed,google,6
google,video,6
video,indexing,6
indexing,us,8
us,based,4
based,programmes,8
programmes,pbs,8
pbs,nba,2
nba,fox,3
fox,news,4
news,c,4
c,span,4
span,since,4
since,december,7
december,clues,6
clues,google,6
google,global,4
global,broadcasters,10
broadcasters,would,11
would,included,6
included,time,7
time,plan,4
plan,increase,7
increase,number,7
number,television,10
television,channels,10
channels,video,7
video,content,6
content,available,9
available,via,6
via,google,6
google,video,6
video,product,6
product,details,7
details,share,6
share,today,5
today,google,5
google,spokesperson,10
spokesperson,told,11
told,bbc,4
bbc,news,4
news,website,5
website,results,5
results,thrown,7
thrown,search,6
search,also,5
also,include,6
include,programme,8
programme,episode,8
episode,information,11
information,like,10
like,channel,6
channel,date,5
date,time,3
time,also,4
also,lets,4
lets,people,5
people,find,6
find,next,4
next,time,4
time,channel,6
channel,programme,8
programme,aired,8
aired,locally,7
locally,using,7
using,us,3
us,zip,3
zip,code,4
code,search,6
search,function,8
function,rival,8
rival,search,6
search,engine,6
engine,yahoo,6
yahoo,developing,9
developing,similar,9
similar,type,7
type,video,4
video,search,6
search,webcasts,6
webcasts,tv,7
tv,clips,5
clips,promotes,7
promotes,homepage,7
homepage,offers,7
offers,direct,5
direct,links,5
links,websites,6
websites,movies,5
movies,clips,4
clips,relevant,7
relevant,search,7
search,query,5
query,pinpoint,8
pinpoint,search,8
search,query,5
query,occurred,6
occurred,spokeswoman,10
spokeswoman,told,10
told,financial,9
financial,times,8
times,monday,6
monday,yahoo,6
yahoo,adding,6
adding,captioning,6
captioning,bloomberg,9
bloomberg,bbc,7
bbc,bskyb,4
bskyb,broadcasts,9
broadcasts,smaller,9
smaller,service,6
service,blinkx,7
blinkx,tv,6
tv,launched,8
launched,last,6
last,month,4
month,searches,7
searches,links,7
links,tv,5
tv,news,4
news,film,4
film,trailers,6
trailers,video,6
video,audio,3
audio,clips,5
clips,,5
rich,pickings,6
pickings,hi,7
hi,tech,4
tech,thieves,5
thieves,viruses,5
viruses,trojans,6
trojans,malicious,8
malicious,programs,8
programs,sent,8
sent,net,2
net,catch,4
catch,undergoing,10
undergoing,subtle,10
subtle,change,5
change,shift,5
shift,happening,8
happening,tech,8
tech,savvy,5
savvy,criminals,9
criminals,turn,8
turn,technology,8
technology,help,8
help,con,4
con,people,5
people,cash,6
cash,steal,5
steal,valuable,6
valuable,data,6
data,take,3
take,home,3
home,pcs,4
pcs,viruses,6
viruses,written,6
written,make,6
make,headlines,7
headlines,infecting,8
infecting,millions,8
millions,getting,6
getting,rarer,7
rarer,instead,6
instead,programs,7
programs,crafted,7
crafted,directly,6
directly,criminal,7
criminal,ends,7
ends,firms,4
firms,tightening,9
tightening,networks,9
networks,defences,6
defences,combat,8
combat,new,6
new,wave,4
wave,malicious,8
malicious,code,7
code,growing,6
growing,criminal,5
criminal,use,8
use,malware,6
malware,meant,5
meant,end,3
end,neat,3
neat,categorisation,11
categorisation,different,12
different,sorts,8
sorts,viruses,5
viruses,malicious,7
malicious,programs,8
programs,broadly,6
broadly,possible,7
possible,name,7
name,categorise,8
categorise,viruses,8
viruses,method,7
method,use,6
use,spread,5
spread,infect,5
infect,machines,7
machines,many,5
many,viruses,7
viruses,written,6
written,criminals,7
criminals,roll,7
roll,lots,3
lots,technical,9
technical,tricks,6
tricks,together,7
together,one,6
one,nasty,5
nasty,package,6
package,cannot,6
cannot,put,5
put,neat,3
neat,little,5
little,box,6
box,used,4
used,said,3
said,pete,4
pete,simpson,6
simpson,head,7
head,threat,3
threat,laboratory,8
laboratory,security,7
security,firm,7
firm,clearswift,9
clearswift,viruses,9
viruses,likely,6
likely,spread,5
spread,like,5
like,worms,5
worms,exploit,7
exploit,loopholes,7
loopholes,browsers,7
browsers,hide,7
hide,e,3
e,mail,4
mail,message,5
message,attachments,10
attachments,outright,9
outright,criminality,9
criminality,said,9
said,mr,4
mr,simpson,6
simpson,explaining,9
explaining,change,8
change,come,4
come,said,4
said,many,3
many,criminal,6
criminal,programs,7
programs,came,6
came,eastern,5
eastern,europe,6
europe,cash,6
cash,rich,3
rich,organised,7
organised,gangs,5
gangs,find,4
find,ready,4
ready,supply,5
supply,technical,9
technical,experts,8
experts,crank,7
crank,code,4
code,order,3
order,former,2
former,virus,5
virus,writer,5
writer,marek,5
marek,strihavka,7
strihavka,aka,6
aka,benny,5
benny,29a,5
29a,virus,5
virus,writing,6
writing,group,6
group,recently,8
recently,quit,7
quit,malware,7
malware,scene,6
scene,partly,6
partly,taken,5
taken,spyware,6
spyware,writers,6
writers,phishing,7
phishing,gangs,7
gangs,spammers,6
spammers,interested,9
interested,money,9
money,rather,5
rather,technology,9
technology,longer,9
longer,virus,6
virus,writers,5
writers,produce,6
produce,programs,5
programs,show,7
show,technical,8
technical,prowess,9
prowess,rivals,5
rivals,underground,10
underground,world,9
world,malware,6
malware,authors,6
authors,least,7
least,said,4
said,paul,3
paul,king,4
king,principal,7
principal,security,8
security,consultant,9
consultant,cisco,8
cisco,defences,7
defences,attacks,6
attacks,common,7
common,many,5
many,ways,3
ways,least,4
least,likely,5
likely,way,5
way,e,3
e,mail,4
mail,us,4
us,got,3
got,anti,3
anti,virus,5
virus,firewalls,6
firewalls,said,8
said,malicious,7
malicious,programs,8
programs,written,7
written,hi,6
hi,tech,4
tech,thieves,5
thieves,cleverly,6
cleverly,written,8
written,many,7
many,much,3
much,pragmatic,8
pragmatic,use,9
use,tried,4
tried,tested,3
tested,techniques,7
techniques,infect,9
infect,machines,7
machines,trick,7
trick,users,5
users,installing,9
installing,program,10
program,handing,7
handing,important,8
important,data,7
data,think,5
think,criminals,7
criminals,clever,8
clever,said,6
said,mr,4
mr,king,4
king,works,5
works,tactics,6
tactics,used,7
used,malicious,9
malicious,programs,8
programs,change,8
change,said,5
said,mr,4
mr,king,4
king,many,3
many,firms,5
firms,changing,8
changing,way,7
way,defend,6
defend,many,5
many,scan,3
scan,machines,6
machines,connect,6
connect,corporate,6
corporate,networks,7
networks,ensure,6
ensure,compromised,9
compromised,core,7
core,network,5
network,many,7
many,let,4
let,machine,7
machine,connect,6
connect,worker,5
worker,get,5
get,job,3
job,latest,6
latest,patches,4
patches,settings,6
settings,uploaded,8
uploaded,well,7
well,using,5
using,different,8
different,tactics,9
tactics,criminals,7
criminals,also,7
also,use,3
use,technology,10
technology,reasons,8
reasons,much,7
much,transparent,11
transparent,main,9
main,motivation,6
motivation,money,8
money,said,5
said,gary,3
gary,stowell,7
stowell,spokesman,6
spokesman,st,8
st,bernard,7
bernard,software,6
software,mr,7
mr,stowell,7
stowell,said,6
said,organised,6
organised,crime,6
crime,gangs,5
gangs,turning,6
turning,computer,8
computer,crime,6
crime,risks,4
risks,caught,6
caught,low,6
low,rates,5
rates,return,4
return,high,6
high,almost,6
almost,phishing,8
phishing,spyware,8
spyware,attack,6
attack,criminals,8
criminals,guaranteed,9
guaranteed,catch,8
catch,people,6
people,contacts,8
contacts,exploit,7
exploit,recover,7
recover,called,6
called,spyware,7
spyware,proving,7
proving,popular,6
popular,criminals,8
criminals,allowed,9
allowed,take,6
take,machines,6
machines,ends,6
ends,steal,5
steal,key,4
key,data,4
data,users,5
users,hijack,6
hijack,web,6
web,browsing,7
browsing,sessions,6
sessions,point,6
point,people,4
people,particular,8
particular,sites,9
sites,cases,3
cases,spyware,6
spyware,written,7
written,searched,7
searched,rival,7
rival,malicious,8
malicious,programs,8
programs,pcs,6
pcs,infects,5
infects,trying,7
trying,erase,5
erase,sole,4
sole,ownership,8
ownership,machine,8
machine,,7
new,delay,4
delay,hits,5
hits,eu,4
eu,software,8
software,laws,7
laws,fresh,4
fresh,delay,5
delay,hit,5
hit,controversial,12
controversial,new,11
new,european,7
european,union,6
union,rules,5
rules,govern,5
